  UID   PID  PPID   C STIME   TTY           TIME CMD
    0   608     1   0  6:26AM ??         0:00.07 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
  501   609     1   0  6:26AM ??         0:06.36 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  501   612     1   0  6:26AM ??         1:42.86 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501   613     1   0  6:26AM ??         0:04.84 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501   629     1   0  6:26AM ??         0:25.53 /usr/libexec/sharingd
  501   631     1   0  6:26AM ??         0:00.49 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  501   636     1   0  6:26AM ??         0:10.66 /System/Applications/News.app/Contents/PlugIns/NewsToday2.appex/Contents/MacOS/NewsToday2
  501   646     1   0  6:26AM ??         0:02.51 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  501   648     1   0  6:26AM ??         0:04.33 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
  501   650     1   0  6:26AM ??         0:01.16 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
  501   651     1   0  6:26AM ??         0:15.82 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  501   658     1   0  6:26AM ??         0:00.80 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  501   660     1   0  6:26AM ??         0:01.00 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  501   661     1   0  6:26AM ??         0:01.40 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  501   666     1   0  6:26AM ??         0:06.68 /System/Library/CoreServices/NowPlayingTouchUI.app/Contents/MacOS/NowPlayingTouchUI
  501   668     1   0  6:26AM ??         0:00.29 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
  501   676     1   0  6:26AM ??         0:00.03 /usr/libexec/spindump_agent
    0   678     1   0  6:26AM ??         0:00.43 /System/Library/CoreServices/SubmitDiagInfo server-init
  501   681     1   0  6:26AM ??         0:00.09 /Applications/Microsoft Teams.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/palaktyagi/Library/Application Support/Microsoft/Teams/Crashpad --metrics-dir=/Users/palaktyagi/Library/Application Support/Microsoft/Teams --url=appcenter://generic?aid=01423867-e208-4ad2-a2b9-cd6e0580e510&iid=3f1b6c4fedd3ff115068597abf595f1561507302b9662d720a793b91d9fafc88&uid= --annotation=_companyName=Microsoft --annotation=_productName=com.microsoft.teams --annotation=_version=1.4.00.22368 --annotation=prod=Electron --annotation=ver=10.4.3 --handshake-fd=31
  501   689   570   0  6:26AM ??         1:00.75 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (GPU).app/Contents/MacOS/Microsoft Teams Helper (GPU) --type=gpu-process --field-trial-handle=1718379636,5419734040583264302,15627304981746476153,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAACAEAACAAAAAAAQAAAAAAAAgBAAAAAAAAEAEAAAAAAAAYAQAAAAAAACABAAAAAAAAKAEAAAAAAAAwAQAAAAAAADgBAAAAAAAAQAEAAAAAAABIAQAAAAAAAFABAAAAAAAAWAEAAAAAAABgAQAAAAAAAGgBAAAAAAAAcAEAAAAAAAB4AQAAAAAAAIABAAAAAAAAiAEAAAAAAACQAQAAAAAAAJgBAAAAAAAAoAEAAAAAAACoAQAAAAAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAIAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAA0AAAAQAAAAAAAAAAEAAAAAAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAYAAAAQAAAAAAAAAAEAAAAHAAAAEAAAAAAAAAABAAAACAAAABAAAAAAAAAAAQAAAAoAAAAQAAAAAAAAAAEAAAALAAAAEAAAAAAAAAABAAAADQAAABAAAAAAAAAABAAAAAAAAAAQAAAAAAAAAAQAAAACAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACgAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAANAAAAEAAAAAAAAAAGAAAAAAAAABAAAAAAAAAABgAAAAIAAAAQAAAAAAAAAAYAAAAGAAAAEAAAAAAAAAAGAAAABwAAABAAAAAAAAAABgAAAAgAAAAQAAAAAAAAAAYAAAAKAAAAEAAAAAAAAAAGAAAACwAAABAAAAAAAAAABgAAAA0AAAA= --shared-files
  501   690     1   0  6:26AM ??         0:00.58 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  501   695   570   0  6:26AM ??         0:11.05 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper.app/Contents/MacOS/Microsoft Teams Helper --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1718379636,5419734040583264302,15627304981746476153,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --ms-teams-less-cors=522133263 --shared-files --seatbelt-client=48
  501   696     1   0  6:26AM ??         0:00.35 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  501   699   570   0  6:26AM ??         0:01.11 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1718379636,5419734040583264302,15627304981746476153,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --enable-sandbox --native-window-open --preload=/Applications/Microsoft Teams.app/Contents/Resources/app.asar/lib/renderer/notifications/preload_notifications.js --background-color=#fff --enable-spellcheck --enable-websql --disable-electron-site-instance-overrides --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --shared-files --msteams-process-type=notificationsManager --seatbelt-client=62
  501   701     1   0  6:26AM ??         0:00.19 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  501   702     1   0  6:26AM ??         0:01.21 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  501   703     1   0  6:26AM ??         0:03.56 /System/Library/Input Methods/EmojiFunctionRowIM.app/Contents/PlugIns/EmojiFunctionRowIM_Extension.appex/Contents/MacOS/EmojiFunctionRowIM_Extension
  501   707   570   0  6:26AM ??         1:56.04 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1718379636,5419734040583264302,15627304981746476153,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --webview-tag --enable-sandbox --native-window-open --preload=/Applications/Microsoft Teams.app/Contents/Resources/app.asar/lib/renderer/preload.js --world-safe-execute-javascript --background-color=#fff --enable-spellcheck --enable-websql --ms-allow-videorenderer --disable-electron-site-instance-overrides --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --shared-files --msteams-process-type=main-renderer --msteams-rendererid=main-renderer --seatbelt-client=63
  501   723     1   0  6:26AM ??         0:00.04 /System/Library/PrivateFrameworks/PodcastServices.framework/XPCServices/PodcastContentService.xpc/Contents/MacOS/PodcastContentService
  501   729   570   0  6:26AM ??         0:02.32 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper.app/Contents/MacOS/Microsoft Teams Helper --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=1718379636,5419734040583264302,15627304981746476153,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --ms-teams-less-cors=522133263 --shared-files
   89   732     1   0  6:26AM ??         0:00.23 /usr/sbin/distnoted agent
  260   740     1   0  6:26AM ??         0:00.18 /usr/sbin/distnoted agent
  242   742     1   0  6:26AM ??         0:00.17 /usr/sbin/distnoted agent
  235   760     1   0  6:26AM ??         0:00.18 /usr/sbin/distnoted agent
  262   761     1   0  6:26AM ??         0:23.56 /usr/sbin/appleh13camerad
  501   763     1   0  6:26AM ??         0:05.80 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
    0   766   287   0  6:26AM ??         0:00.68 /usr/sbin/systemstats --logger-helper /private/var/db/systemstats
  501   772   570   0  6:26AM ??         1:22.07 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1718379636,5419734040583264302,15627304981746476153,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --enable-sandbox --native-window-open --preload=/Applications/Microsoft Teams.app/Contents/Resources/app.asar/lib/renderer/experienceRenderer/preload_webview.js --background-color=#fff --guest-instance-id=4 --enable-blink-features --disable-blink-features --hidden-page --node-integration-in-subframes --enable-spellcheck --enable-websql --ms-allow-videorenderer --disable-electron-site-instance-overrides --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --no-v8-untrusted-code-mitigations --shared-files --msteams-process-type=experience-renderer --seatbelt-client=91
  501   783     1   0  6:27AM ??         0:01.01 /Library/Apple/System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper
  501   793   570   0  6:27AM ??         0:28.51 /Applications/Microsoft Teams.app/Contents/Frameworks/Microsoft Teams Helper (Renderer).app/Contents/MacOS/Microsoft Teams Helper (Renderer) --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1718379636,5419734040583264302,15627304981746476153,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --ms-teams-less-cors=522133263 --app-path=/Applications/Microsoft Teams.app/Contents/Resources/app.asar --no-sandbox --no-zygote --preload=/Applications/Microsoft Teams.app/Contents/Resources/app.asar/lib/pluginhost/preload.js --context-isolation --background-color=#fff --enable-spellcheck --enable-websql --disable-electron-site-instance-overrides --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --no-v8-untrusted-code-mitigations --shared-files --msteams-process-type=pluginHost
    0   794     1   0  6:27AM ??         0:00.79 /usr/libexec/rtcreportingd
  262   795     1   0  6:27AM ??         0:00.11 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/AppleCamera.plugin/Contents/Resources/AppleCameraAssistant
   89   796     1   0  6:27AM ??         0:03.48 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
  501   797     1   0  6:27AM ??         0:03.58 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
   89   802     1   0  6:27AM ??         0:00.06 /usr/libexec/containermanagerd --runmode=agent --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
  501   807     1   0  6:27AM ??         0:05.06 /System/Library/CoreServices/cloudpaird
  501   810     1   0  6:27AM ??         0:01.10 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  269   817     1   0  6:27AM ??         0:00.17 /usr/sbin/distnoted agent
  501   825     1   0  6:27AM ??         0:00.12 /System/Library/Image Capture/Support/icdd
  501   828     1   0  6:27AM ??         0:00.51 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  501   829     1   0  6:27AM ??         0:01.51 /System/Library/CoreServices/diagnostics_agent
    0   832     1   0  6:27AM ??         0:00.07 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
  501   833     1   0  6:27AM ??         0:00.07 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
    0   836     1   0  6:27AM ??         0:00.01 /System/Library/CoreServices/CrashReporterSupportHelper server-init
  265   902     1   0  6:31AM ??         0:01.00 /System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd
  501   933     1   0  6:43AM ??         0:00.71 /usr/libexec/avconferenced
  501   963     1   0  6:46AM ??         0:00.22 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeaccountd
    0  1261     1   0  7:44AM ??         0:09.13 /System/Library/PrivateFrameworks/StorageKit.framework/Resources/storagekitd
  501  1268     1   0  7:44AM ??         0:00.09 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storedownloadd
  501  1314     1   0  7:52AM ??         0:00.13 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
  501  1343     1   0  7:54AM ??         2:10.07 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1347     1   0  7:54AM ??         0:01.30 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com.apple.speech.speechsynthesisd
  501  1406     1   0  8:26AM ??         0:00.99 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
  501  1443     1   0  8:27AM ??         0:11.63 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  1471     1   0  8:32AM ??        10:35.99 /Applications/WebStorm.app/Contents/MacOS/webstorm
  501  1485  1471   0  8:32AM ??         0:02.42 /Applications/WebStorm.app/Contents/bin/fsnotifier
  501  2035     1   0  9:23AM ??         0:00.65 /System/Library/Frameworks/AVKit.framework/Versions/A/XPCServices/RoutePickerViewService.xpc/Contents/MacOS/RoutePickerViewService
  501  2180     1   0  9:37AM ??         0:13.06 /usr/libexec/knowledge-agent
  501  2497     1   0 10:16AM ??        13:44.94 /Applications/zoom.us.app/Contents/MacOS/zoom.us
  501  2498     1   0 10:16AM ??         0:00.68 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
