  UID   PID  PPID   C STIME   TTY           TIME CMD
  501  2505  2497   0 10:16AM ??         0:00.63 /Applications/zoom.us.app/Contents/Frameworks/caphost.app/Contents/MacOS/caphost -pid 2497 -evtname caphost2497 -key rpc
  501  2529     1   0 10:16AM ??         0:00.06 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  501  3460     1   0 10:30AM ??         0:14.86 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  3461     1   0 10:30AM ??         0:01.31 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501  3754     1   0 10:44AM ??         0:09.39 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
  501  3765     1   0 10:44AM ??         0:05.49 /usr/libexec/secd
  501  3960     1   0 10:54AM ??         0:00.27 gpg-agent --homedir /Users/palaktyagi/.gnupg --use-standard-socket --daemon
  501  3961  3960   0 10:54AM ??         0:00.01 scdaemon --multi-server
    0  4043     1   0 11:20AM ??         0:00.07 /usr/libexec/taskgated
  501  4136     1   0 12:03PM ??         0:01.20 /usr/libexec/containermanagerd --runmode=agent --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
  501  4366     1   0 12:26PM ??         0:04.70 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  4386     1   0 12:30PM ??         0:05.93 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  222  4483     1   0 12:39PM ??         0:00.13 /usr/sbin/netbiosd
  501  4485     1   0 12:39PM ??         0:30.61 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  4556     1   0 12:46PM ??         0:16.48 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  4851     1   0  1:09PM ??         0:48.35 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  4867     1   0  1:10PM ??         0:08.11 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  4889     1   0  1:11PM ??         0:01.00 /System/Library/PrivateFrameworks/TCC.framework/Resources/tccd
  282  4893     1   0  1:11PM ??         0:01.13 /usr/libexec/trustd
  501  4897     1   0  1:11PM ??         0:01.71 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
  501  4910     1   0  1:12PM ??         0:00.54 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
  501  4916     1   0  1:15PM ??         0:01.14 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  501  4921     1   0  1:15PM ??         0:16.47 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  501  4927     1   0  1:15PM ??         0:43.12 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  4955     1   0  1:18PM ??         3:52.31 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  501  4999     1   0  1:19PM ??         0:00.32 /System/Library/PrivateFrameworks/MobileDevice.framework/Resources/MobileDeviceUpdater.app/Contents/MacOS/MobileDeviceUpdater
    0  5034     1   0  1:21PM ??         0:02.52 /usr/libexec/mobileassetd
  501  5040     1   0  1:21PM ??         0:00.76 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  501  5045     1   0  1:21PM ??         0:01.09 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
    0  5047     1   0  1:21PM ??         0:00.72 /usr/libexec/coreduetd
  501  5048     1   0  1:21PM ??         0:00.20 /System/Library/Frameworks/AddressBook.framework/Executables/ContactsAccountsService
  501  5049     1   0  1:21PM ??         0:00.17 /usr/libexec/secinitd
  501  5053     1   0  1:21PM ??         0:00.38 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  205  5054     1   0  1:21PM ??         0:00.29 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  205  5057     1   0  1:21PM ??         0:00.18 /usr/libexec/trustd --agent
    0  5059     1   0  1:21PM ??         0:00.05 /usr/sbin/ocspd
  501  5060     1   0  1:22PM ??         0:01.14 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
  501  5061     1   0  1:22PM ??         0:00.23 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
    0  5062     1   0  1:22PM ??         0:00.07 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
  501  5063     1   0  1:22PM ??         0:00.02 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  501  5064     1   0  1:22PM ??         0:00.52 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
    0  5065     1   0  1:22PM ??         0:00.10 /usr/libexec/containermanagerd --runmode=agent --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
  501  5066     1   0  1:22PM ??         0:00.18 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  501  5067     1   0  1:22PM ??         0:00.09 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501  5068     1   0  1:22PM ??         0:00.05 /System/Library/CoreServices/pbs
    0  5069     1   0  1:22PM ??         0:00.05 /usr/sbin/WirelessRadioManagerd
  501  5070     1   0  1:22PM ??         0:00.41 cloudphotod
  501  5071     1   0  1:22PM ??         0:01.25 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
  501  5072     1   0  1:22PM ??         0:02.25 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
  501  5073     1   0  1:22PM ??         0:00.31 /usr/libexec/dmd
  501  5074     1   0  1:22PM ??         0:00.17 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  265  5075     1   0  1:22PM ??         0:00.11 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  501  5076     1   0  1:22PM ??         0:00.02 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
    0  5077     1   0  1:22PM ??         0:00.02 /usr/libexec/keybagd -t 15
  501  5078     1   0  1:22PM ??         0:00.39 /Applications/Microsoft Teams.app/Contents/Resources/app.asar.unpacked/node_modules/slimcore/bin/vcxpc.xpc/Contents/MacOS/vcxpc
  501  5079     1   0  1:22PM ??         0:00.10 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501  5080     1   0  1:22PM ??         0:00.20 (CarbonComponentS)
  501  5081     1   0  1:22PM ??         0:00.24 /usr/libexec/pkd
  247  5082     1   0  1:22PM ??         0:06.02 /usr/libexec/gamecontrollerd
  501  5088     1   0  1:22PM ??         0:00.47 /System/Library/PrivateFrameworks/CloudDocsDaemon.framework/Versions/A/Support/bird
  501  5089     1   0  1:22PM ??         0:00.10 /System/Library/PrivateFrameworks/CloudDocsDaemon.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
    0  5091     1   0  1:22PM ??         0:00.07 /usr/libexec/biometrickitd --launchd
  501  5092     1   0  1:22PM ??         0:00.11 /usr/libexec/triald
    0  5098     1   0  1:24PM ??         0:00.15 /usr/libexec/sysmond
    0  5100     1   0  1:24PM ??         0:00.10 /usr/libexec/nehelper
  501  5102     1   0  1:25PM ??         0:00.07 /usr/libexec/swcd
  501  5103     1   0  1:25PM ??         0:03.02 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  5104     1   0  1:25PM ??         0:00.02 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501  5105     1   0  1:25PM ??         0:00.04 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
  501  5106     1   0  1:25PM ??         0:00.23 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501  5107     1   0  1:25PM ??         0:09.26 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  5108     1   0  1:25PM ??         0:00.11 /System/Library/PrivateFrameworks/Translation.framework/translationd
  501  5109     1   0  1:25PM ??         0:00.07 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  501  5110     1   0  1:25PM ??         0:00.24 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariLaunchAgent
  501  5111     1   0  1:25PM ??         0:00.17 /Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker
  501  5112     1   0  1:25PM ??         0:00.17 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  501  5113     1   0  1:25PM ??         0:00.00 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  5114     1   0  1:25PM ??         0:00.02 /System/Library/CoreServices/ScopedBookmarkAgent
  501  5115     1   0  1:25PM ??         0:00.33 /System/Library/CoreServices/iconservicesagent
  240  5116     1   0  1:25PM ??         0:00.05 /System/Library/CoreServices/iconservicesd
  501  5117     1   0  1:25PM ??         0:00.12 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  5118     1   0  1:25PM ??         0:01.17 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501  5119     1   0  1:25PM ??         0:00.05 /System/Library/Frameworks/Quartz.framework/Versions/A/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501  5120     1   0  1:25PM ??         0:00.12 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
  501  5121     1   0  1:25PM ??         0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  5122     1   0  1:25PM ??         0:00.02 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  5123     1   0  1:25PM ??         0:00.03 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  5125     1   0  1:26PM ??         0:00.10 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  259  5126     1   0  1:26PM ??         0:00.04 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -s
  501  5128     1   0  1:26PM ??         0:00.96 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
    0  5129     1   0  1:26PM ??         0:00.05 /usr/libexec/sandboxd
  501  5130     1   0  1:26PM ??         0:00.04 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
    0  5134     1   0  1:26PM ??         0:00.01 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/XPCServices/com.apple.cmio.registerassistantservice.xpc/Contents/MacOS/com.apple.cmio.registerassistantservice
  501  5136     1   0  1:26PM ??         0:00.01 /System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd
  501  5139     1   0  1:26PM ??         0:00.06 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501  5141     1   0  1:26PM ??         0:00.06 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  501  5142     1   0  1:26PM ??         0:00.32 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
   89  5146     1   0  1:26PM ??         0:00.22 /usr/libexec/trustd --agent
  501  5147     1   0  1:26PM ??         0:00.91 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
  501  5148     1   0  1:26PM ??         0:00.57 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
  501  5149     1   0  1:26PM ??         0:00.12 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  501  5150     1   0  1:26PM ??         0:00.13 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
    0  5151     1   0  1:26PM ??         0:00.11 /usr/sbin/systemsoundserverd
    0  5152     1   0  1:26PM ??         0:00.07 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar -daemon
    0  5153     1   0  1:26PM ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    0  5167     1   0  1:27PM ??         0:00.01 /System/Library/PrivateFrameworks/AccountPolicy.framework/XPCServices/com.apple.AccountPolicyHelper.xpc/Contents/MacOS/com.apple.AccountPolicyHelper
  501  5266     1   0  1:28PM ??         0:00.07 /usr/libexec/keyboardservicesd
  501  5447     1   0  1:30PM ??         0:23.72 /usr/libexec/remindd
    0  5452     1   0  1:31PM ??         0:00.05 /usr/libexec/logd_helper
  501  5453     1   0  1:31PM ??         0:00.14 /Library/Apple/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
    0  5454     1   0  1:31PM ??         0:00.08 /usr/libexec/dprivacyd
  501  5466     1   0  1:32PM ??         0:00.28 /System/Library/CoreServices/ClimateProxy.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  501  5475     1   0  1:33PM ??         0:00.28 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
    0  5476     1   0  1:33PM ??         0:00.41 /usr/sbin/spindump
    0  5477     1   0  1:33PM ??         0:00.06 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
    0  5482     1   0  1:34PM ??         0:00.04 /System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd
  501  5483     1   0  1:34PM ??         0:00.03 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  5484     1   0  1:34PM ??         0:00.03 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501  5488     1   0  1:34PM ??         0:00.64 /System/Library/PrivateFrameworks/CalendarNotification.framework/Versions/A/XPCServices/CalNCService.xpc/Contents/MacOS/CalNCService
  501  5489     1   0  1:34PM ??         0:00.11 /System/Library/PrivateFrameworks/AOSKit.framework/Versions/A/XPCServices/com.apple.iCloudHelper.xpc/Contents/MacOS/com.apple.iCloudHelper
  501  5498     1   0  1:35PM ??         0:00.43 /usr/libexec/searchpartyuseragent
  501  5499     1   0  1:35PM ??         0:00.20 /usr/libexec/fmfd
    0  5500     1   0  1:35PM ??         0:00.11 /usr/libexec/findmydeviced
    0  5501     1   0  1:35PM ??         0:00.08 /usr/libexec/mobileactivationd
  501  5502     1   0  1:35PM ??         0:00.05 /usr/libexec/findmydevice-user-agent
  501  5505     1   0  1:35PM ??         0:00.03 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  501  5506     1   0  1:35PM ??         0:00.14 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
  501  5536     1   0  1:38PM ??         0:00.06 /usr/libexec/neagent
  501  5572     1   0  1:42PM ??         0:00.05 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  501  5575     1   0  1:42PM ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
    0  5166   565   0  1:27PM ttys000    0:00.04 login -pf palaktyagi
  501  5168  5166   0  1:27PM ttys000    0:00.25 -zsh
    0  5588  5168   0  1:43PM ttys000    0:00.01 ps -ef
